model,model_name,stim_id,word,word_type,word_length,ordering,order_method,a_is,b_is,raw_text,parsed_answer,choice,generation_time_s,num_tokens_generated,attempts,repeat,temperature
qwen3.5-9b,Qwen/Qwen3.5-9B,11,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,6.38,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,10.89,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,39.37,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,13.05,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,35.56,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,9.59,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,9,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,7.31,2,2,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,9,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,1.45,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,5.47,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,1.47,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,21.0,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,4.94,2,5,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,14.28,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,11.69,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,9.85,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,11.7,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,2.08,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,2.67,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,8,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,133.1,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,8,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,11.85,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,14.52,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,10,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,3.15,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,20.55,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,3.31,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,11.88,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,1.82,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,8,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,133.13,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,8,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,15.36,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,10.94,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,3.85,2,5,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,3.3,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,6.85,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,10.6,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,10.9,2,4,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,12.54,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,5.56,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,11.28,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,19.57,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,8.25,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,23.77,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,10.91,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,23.78,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,15.34,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,3.18,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,1.79,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,1.84,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,22.69,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,7.38,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,20.79,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,9.59,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,22.69,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,9.61,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,20.8,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,9.6,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,10.32,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,26.71,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,1.84,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,26.72,2,4,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,11.11,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,26.74,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,50.83,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,11,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,39.32,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,7.71,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,17.34,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,7.7,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,17.35,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,7.11,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,19.71,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,5.95,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,19.73,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,19.76,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,1.45,2,2,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,7.09,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,19.7,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,afnafq,random,6,shape_first,fixed,shape,texture,2,2,texture,7.1,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,19.86,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,1.44,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,2.85,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,1.85,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,3.19,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,orvufaig,random,8,shape_first,fixed,shape,texture,2,2,texture,2.75,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,2.29,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,2.49,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,2.56,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,2.34,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,15.33,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,2.26,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,12.22,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,12.37,2,2,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,25.52,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,23.23,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,13,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,25.52,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,2.47,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,3.31,2,2,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,7.73,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,12.64,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,11.69,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,8.64,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,12.2,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,8.58,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,8.56,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,1.74,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,8.63,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,3.65,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,ieyiccw,random,7,shape_first,fixed,shape,texture,2,2,texture,4.92,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,14,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,3.66,2,4,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,1.73,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,1.29,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,3.68,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,2.64,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,2.51,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,2.53,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,1.98,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,5.64,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,1.69,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,8.57,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,3.31,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,8.56,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,4.36,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,1.96,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,1.71,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,31.55,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,1.72,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,31.54,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,18.63,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,7.91,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,2.93,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,7.07,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,4.03,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,12,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,14.44,2,2,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,7.3,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,11.65,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,11.26,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,2.13,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,31.37,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,15,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,8.85,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,1.65,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,1.83,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,6.82,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,2.51,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,13.46,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,16,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,11.05,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,2.21,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,9.96,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,9.36,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,2.19,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,8.85,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,2.24,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,1.49,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,2.02,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,1.43,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,4.06,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,2.65,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,orvufaig,random,8,texture_first,fixed,texture,shape,1,1,texture,3.7,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,13.02,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,17,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,11.92,2,3,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,1.49,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,3.62,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,1.27,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,afnafq,random,6,texture_first,fixed,texture,shape,3,,unclear,1.2,2,5,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,1.48,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,3.3,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,1.44,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,orvufaig,random,8,texture_first,fixed,texture,shape,3,,unclear,1.24,2,5,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,4.27,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,3.21,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,1.32,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,3.73,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,1.56,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,afnafq,random,6,texture_first,fixed,texture,shape,1,1,texture,1.14,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,1.63,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,adinefults,sudo,10,texture_first,fixed,texture,shape,1,1,texture,0.91,2,2,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,8.04,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,shiple,sudo,6,texture_first,fixed,texture,shape,1,1,texture,4.39,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,7.17,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,10.31,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,6.48,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,clapher,sudo,7,texture_first,fixed,texture,shape,1,1,texture,11.9,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,6.47,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,ieyiccw,random,7,texture_first,fixed,texture,shape,1,1,texture,11.89,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,6.12,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,10.57,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,5.76,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,11.93,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,5.77,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,18,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,1.36,2,1,1,0.0
qwen3.5-9b,Qwen/Qwen3.5-9B,19,orvufaig,random,8,shape_first,fixed,shape,texture,2,2,texture,7.17,2,1,1,0.0
